small_int_0,small_int_1,small_int_2,small_int_3,small_int_4,small_int_5,small_int_6,small_int_7,small_int_8,small_int_9,small_int_10,small_int_11,small_int_12,small_int_13,small_int_14,small_int_15,small_int_16,small_int_17,small_int_18,small_int_19,category_0,category_1,category_2,category_3,category_4,category_5,category_6,category_7,category_8,category_9,category_10,category_11,category_12,category_13,category_14,category_15,category_16,category_17,category_18,category_19,flag_0,flag_1,flag_2,flag_3,flag_4,flag_5,flag_6,flag_7,flag_8,flag_9,big_num_0,big_num_1,big_num_2,big_num_3,big_num_4,big_num_5,big_num_6,big_num_7,big_num_8,big_num_9
39,23,74,77,79,42,89,41,33,31,54,58,99,53,93,69,49,20,60,84,cat_1,cat_3,cat_3,cat_1,cat_0,cat_3,cat_0,cat_2,cat_0,cat_2,cat_0,cat_2,cat_0,cat_0,cat_3,cat_0,cat_2,cat_0,cat_2,cat_1,true,true,true,false,true,true,true,false,false,true,1864017502,9604271569,8952523786,3393149161,4907129366,6014273187,2217407134,3808815156,6462543178,9741905085
0,79,1,64,10,3,27,98,88,39,66,30,51,63,35,90,36,85,57,63,cat_0,cat_2,cat_1,cat_1,cat_0,cat_3,cat_1,cat_0,cat_0,cat_3,cat_1,cat_0,cat_2,cat_3,cat_3,cat_2,cat_0,cat_2,cat_2,cat_3,false,true,true,true,false,false,false,false,true,true,1720841759,3300775625,8764894124,7848354319,3261066563,9054948544,4469138040,5428005162,6579123026,1924032254
9,90,14,28,87,26,71,64,89,18,99,39,62,42,87,93,19,69,55,14,cat_1,cat_2,cat_1,cat_0,cat_0,cat_3,cat_0,cat_2,cat_3,cat_0,cat_3,cat_2,cat_0,cat_2,cat_0,cat_3,cat_0,cat_1,cat_1,cat_0,true,true,false,true,false,true,false,true,true,false,4794914340,9806056095,5395888813,6577751276,5189923556,7223722119,8170397314,1877826333,1929619428,8048268623
13,86,29,93,17,6,99,81,31,48,25,8,37,45,23,35,80,57,45,82,cat_1,cat_3,cat_0,cat_1,cat_2,cat_1,cat_2,cat_2,cat_2,cat_2,cat_2,cat_3,cat_2,cat_0,cat_3,cat_3,cat_3,cat_3,cat_1,cat_0,false,false,true,true,false,true,false,false,false,false,4801306581,8797455074,9331072329,1187350521,1244906080,9205276495,3602629804,6689751303,1983549588,3609683409
76,4,36,43,12,91,54,33,89,36,29,49,3,90,96,80,92,49,28,24,cat_1,cat_0,cat_2,cat_0,cat_1,cat_1,cat_1,cat_1,cat_0,cat_3,cat_3,cat_2,cat_0,cat_0,cat_0,cat_1,cat_3,cat_2,cat_1,cat_0,false,false,false,true,true,false,true,true,true,false,6355496987,5115711694,5323778182,4730498520,4041941074,1001843788,8462688745,8888169360,2905708807,1724763195
68,32,26,93,0,56,3,65,88,72,45,47,20,57,89,62,15,26,64,81,cat_3,cat_3,cat_2,cat_0,cat_1,cat_3,cat_0,cat_2,cat_0,cat_3,cat_0,cat_3,cat_3,cat_2,cat_2,cat_2,cat_1,cat_1,cat_2,cat_0,true,false,false,false,false,true,false,true,false,true,9789153169,1015299822,6797479407,8059266657,7772390443,2233432042,2323021751,7027722024,4232261358,4227712864
4,21,28,82,89,4,37,44,78,64,53,59,63,21,41,36,94,88,14,23,cat_2,cat_0,cat_1,cat_1,cat_3,cat_3,cat_1,cat_3,cat_2,cat_0,cat_1,cat_2,cat_3,cat_2,cat_0,cat_2,cat_1,cat_1,cat_2,cat_2,false,true,false,true,true,false,false,false,true,false,5116801034,1343646521,1831141281,2338148055,1269036483,1908468261,8327517026,4852556165,6623971474,6153587771
25,5,71,31,10,15,11,3,5,25,7,89,87,75,91,31,96,71,75,82,cat_3,cat_3,cat_3,cat_0,cat_3,cat_2,cat_0,cat_2,cat_1,cat_3,cat_3,cat_1,cat_3,cat_0,cat_3,cat_3,cat_3,cat_3,cat_1,cat_1,true,true,false,true,false,false,true,false,true,false,1870271665,6243113963,5339882246,8028238369,4807204468,7360150676,6435978174,4461797178,3395682340,3798980728
52,40,65,36,80,65,56,27,78,17,0,58,28,21,36,1,74,88,21,5,cat_2,cat_1,cat_1,cat_2,cat_3,cat_1,cat_3,cat_3,cat_1,cat_0,cat_3,cat_1,cat_2,cat_0,cat_0,cat_2,cat_1,cat_2,cat_1,cat_1,true,true,true,true,true,false,true,false,false,false,5765357948,3676900593,7351568675,2123959153,4914141068,7587967863,6813752285,7955646890,5822512979,8358172277
37,23,53,55,100,92,31,74,42,74,8,87,67,24,45,62,58,82,40,10,cat_2,cat_3,cat_2,cat_3,cat_0,cat_2,cat_2,cat_0,cat_2,cat_0,cat_0,cat_2,cat_1,cat_3,cat_1,cat_0,cat_3,cat_2,cat_2,cat_0,false,false,false,true,true,true,true,true,false,false,6425085978,7549401758,5062157270,5894372714,4210436410,7599371019,2843010178,2731588448,8902390151,4155337815
78,54,64,34,66,27,64,30,73,71,30,29,58,14,53,19,64,12,81,65,cat_3,cat_3,cat_2,cat_2,cat_1,cat_0,cat_1,cat_1,cat_2,cat_0,cat_3,cat_1,cat_0,cat_2,cat_2,cat_0,cat_2,cat_2,cat_0,cat_0,true,true,false,false,false,true,false,false,true,true,1522092052,7158984649,9588770327,6683422605,3857117296,7489890110,5684846650,6518660314,7451566159,8658952382
33,11,99,57,50,41,58,71,69,25,4,69,25,94,3,71,54,54,29,8,cat_0,cat_2,cat_0,cat_0,cat_0,cat_1,cat_0,cat_2,cat_2,cat_3,cat_1,cat_2,cat_2,cat_2,cat_0,cat_2,cat_3,cat_3,cat_0,cat_0,false,false,true,false,false,true,false,false,true,true,1398195636,4477931618,7381824080,8472802547,3659823625,2893811875,4555066672,2340349325,7881819572,3070262126
19,93,77,16,90,90,30,95,13,89,9,44,38,54,24,43,94,73,17,30,cat_1,cat_1,cat_3,cat_3,cat_3,cat_2,cat_1,cat_1,cat_0,cat_2,cat_2,cat_2,cat_1,cat_1,cat_3,cat_3,cat_0,cat_1,cat_1,cat_2,false,true,false,true,false,true,false,true,false,false,9874027606,7224937373,4950934936,7084351904,8708102607,9959780759,5414114325,9350829099,6012986740,9630763474
88,10,40,61,58,56,15,77,9,92,63,2,29,24,49,48,46,77,47,13,cat_0,cat_2,cat_0,cat_3,cat_2,cat_2,cat_1,cat_3,cat_0,cat_2,cat_1,cat_1,cat_1,cat_2,cat_2,cat_1,cat_0,cat_2,cat_2,cat_2,false,false,false,true,true,true,false,false,true,false,2133073668,6373142525,3809811083,1637522568,5773995741,1685850388,1526848793,2738327859,3008159795,3268263866
5,15,100,42,70,95,51,75,36,7,71,36,20,76,11,20,8,93,68,67,cat_1,cat_1,cat_0,cat_3,cat_0,cat_1,cat_0,cat_0,cat_3,cat_1,cat_2,cat_3,cat_0,cat_1,cat_1,cat_0,cat_0,cat_3,cat_3,cat_2,true,false,true,false,false,true,true,true,true,false,5234852820,3134766419,5971512411,1391000943,8275886966,7605277126,5935754271,1067565709,1141880171,5291313931
43,11,68,68,84,79,73,57,77,13,82,72,81,30,27,48,13,48,23,47,cat_3,cat_3,cat_1,cat_2,cat_0,cat_3,cat_0,cat_0,cat_3,cat_0,cat_0,cat_1,cat_0,cat_3,cat_2,cat_3,cat_2,cat_3,cat_1,cat_0,true,true,true,false,false,false,false,false,true,false,8789935950,1552479671,2203518916,6743981981,1574283730,8851883335,9453642642,3608452528,8719108046,3419853547
40,33,100,100,78,38,80,77,95,52,19,22,63,42,37,34,72,81,80,53,cat_2,cat_0,cat_3,cat_2,cat_1,cat_2,cat_0,cat_0,cat_1,cat_1,cat_2,cat_1,cat_1,cat_1,cat_0,cat_2,cat_0,cat_2,cat_2,cat_3,true,true,false,true,true,true,true,true,false,false,5329182511,9952461915,5709582569,1573633954,9899045991,9675332995,5914664821,4936860451,5894488289,7111474617
46,37,24,22,56,98,94,60,43,84,35,72,47,28,26,45,10,12,7,69,cat_0,cat_0,cat_3,cat_2,cat_1,cat_1,cat_2,cat_3,cat_1,cat_0,cat_0,cat_3,cat_0,cat_1,cat_3,cat_1,cat_1,cat_3,cat_1,cat_3,true,true,true,true,false,true,false,true,false,false,4163437721,7678794524,8800023188,9364731053,5612089819,2512597686,4264514327,4805187616,4582020949,7662262874
17,4,59,79,33,41,77,82,27,91,15,64,64,86,63,0,57,65,70,10,cat_1,cat_0,cat_1,cat_2,cat_1,cat_0,cat_0,cat_3,cat_2,cat_0,cat_3,cat_2,cat_1,cat_1,cat_2,cat_3,cat_1,cat_2,cat_2,cat_2,false,true,false,true,true,true,true,false,false,true,3632451396,3611449392,4029512333,8526622047,2039958909,1958901618,7806462218,9522955946,3511926045,9472113877
48,45,22,67,22,89,20,78,60,30,53,10,75,100,65,42,20,46,94,98,cat_1,cat_1,cat_1,cat_2,cat_1,cat_1,cat_1,cat_0,cat_3,cat_1,cat_3,cat_0,cat_3,cat_0,cat_3,cat_1,cat_2,cat_2,cat_2,cat_0,true,false,false,false,false,false,false,true,true,true,8098741511,4060735967,7638789590,8564958369,9835687741,4628823754,9566330928,1671449831,7961544881,6512753385
48,57,79,66,89,1,28,81,87,69,63,29,74,71,44,21,61,31,68,8,cat_1,cat_3,cat_2,cat_0,cat_3,cat_0,cat_0,cat_1,cat_2,cat_2,cat_3,cat_1,cat_1,cat_1,cat_3,cat_0,cat_2,cat_1,cat_3,cat_2,true,false,false,false,true,true,true,true,false,false,4119846493,1253595759,6432873935,6983568223,1285459241,5035467368,4594822109,4748457492,6045021721,5332482554
58,74,10,56,0,24,84,87,13,8,3,43,81,84,81,24,39,10,81,45,cat_3,cat_2,cat_1,cat_3,cat_1,cat_1,cat_1,cat_1,cat_3,cat_1,cat_1,cat_3,cat_3,cat_0,cat_1,cat_2,cat_1,cat_1,cat_2,cat_1,false,true,false,false,false,true,true,false,true,false,8235899241,9492896744,6888966219,9398871256,4515421887,1405515344,1924055416,2287374965,7719434297,6138878952
66,93,5,79,8,89,67,97,60,63,45,24,72,13,4,35,88,53,53,75,cat_0,cat_3,cat_2,cat_1,cat_1,cat_0,cat_0,cat_2,cat_3,cat_0,cat_1,cat_1,cat_1,cat_1,cat_1,cat_2,cat_3,cat_1,cat_3,cat_1,false,true,false,true,false,false,false,true,true,false,3496936222,8328133174,1583052491,2670509583,8058058209,3673051377,3990903516,6035040825,7841367759,4254713364
49,86,14,6,36,68,34,2,34,19,10,30,28,52,71,60,15,90,79,22,cat_0,cat_2,cat_1,cat_1,cat_0,cat_3,cat_2,cat_1,cat_1,cat_3,cat_1,cat_0,cat_3,cat_2,cat_2,cat_1,cat_2,cat_3,cat_2,cat_3,true,false,true,false,true,false,true,false,false,true,7172419967,6535365272,7744047889,1092684005,3661448838,5931325524,8061094260,9758754141,3165733592,4772185913
82,43,76,8,87,82,12,95,65,92,71,68,36,22,7,96,100,4,24,68,cat_0,cat_3,cat_3,cat_0,cat_3,cat_3,cat_2,cat_1,cat_0,cat_2,cat_2,cat_0,cat_3,cat_2,cat_1,cat_2,cat_1,cat_1,cat_2,cat_1,true,false,false,false,false,false,true,false,true,false,6417265580,4878969584,2916794552,7380423188,7103659942,2709153955,1271715235,1694373419,2621925748,2528565650
76,0,3,53,89,1,16,63,96,29,60,0,81,65,51,58,91,38,29,57,cat_0,cat_1,cat_3,cat_3,cat_0,cat_2,cat_1,cat_3,cat_3,cat_1,cat_2,cat_2,cat_2,cat_3,cat_3,cat_2,cat_3,cat_1,cat_3,cat_0,false,false,false,true,true,true,true,false,true,true,8008216069,8571220554,4319357499,6529357666,3943032660,2916717928,4057569267,5543023853,1688620736,5089049129
87,3,12,54,53,27,59,59,9,99,11,48,48,85,52,98,41,95,3,38,cat_1,cat_0,cat_0,cat_0,cat_3,cat_1,cat_3,cat_3,cat_3,cat_0,cat_3,cat_2,cat_2,cat_0,cat_0,cat_2,cat_2,cat_2,cat_2,cat_3,false,false,true,true,true,false,true,true,true,true,7556603269,4678119408,8641487211,4990388451,1828627318,1080216121,7923829025,6312685799,9547818598,8619238849
71,42,25,70,21,96,52,87,25,57,77,25,99,13,30,7,94,27,53,27,cat_2,cat_3,cat_2,cat_0,cat_1,cat_3,cat_3,cat_1,cat_2,cat_0,cat_2,cat_1,cat_2,cat_1,cat_3,cat_1,cat_2,cat_2,cat_3,cat_1,false,true,true,false,true,false,true,true,false,true,7249917146,9690995078,3995316224,9030833754,1185055243,8286765906,1864709042,5094218943,5865733796,4922731654
13,42,32,78,0,75,3,43,5,16,66,67,49,56,92,47,77,64,81,70,cat_2,cat_3,cat_0,cat_0,cat_0,cat_0,cat_1,cat_3,cat_0,cat_1,cat_0,cat_1,cat_3,cat_2,cat_2,cat_1,cat_2,cat_3,cat_2,cat_1,true,false,true,false,true,false,true,true,false,true,5036794727,2764118872,2137470899,1887761094,2272617687,1641565865,8920864333,6746681478,3980203497,6563838073
79,55,10,99,4,55,77,21,20,97,74,97,90,0,52,14,7,90,13,27,cat_3,cat_0,cat_3,cat_0,cat_3,cat_2,cat_3,cat_2,cat_1,cat_3,cat_0,cat_0,cat_2,cat_3,cat_2,cat_0,cat_2,cat_1,cat_0,cat_0,true,true,false,false,true,true,true,true,true,false,3997997187,4866684192,2092268274,3468191325,4352393724,5537926656,5434929828,1749181851,2436407449,6512535176
64,48,13,37,43,16,49,43,27,12,13,12,98,59,17,64,37,35,56,13,cat_1,cat_1,cat_0,cat_1,cat_3,cat_0,cat_1,cat_1,cat_2,cat_3,cat_0,cat_1,cat_0,cat_0,cat_3,cat_3,cat_0,cat_3,cat_2,cat_3,false,false,false,false,false,false,true,false,true,false,1195444009,9825447549,6238491212,2576483060,7354650655,6640624385,8858120765,8952131000,1445709612,8929871014
34,62,59,7,66,89,14,96,68,68,40,2,86,17,10,3,78,9,95,45,cat_2,cat_3,cat_2,cat_1,cat_3,cat_0,cat_2,cat_2,cat_1,cat_0,cat_3,cat_2,cat_3,cat_1,cat_0,cat_3,cat_0,cat_0,cat_0,cat_3,true,true,false,false,false,true,false,false,false,false,6136227020,1395172810,6049401773,7305270966,6562594378,4267336399,6560947198,5336066138,5403314960,9059090838
55,9,51,30,92,44,30,11,77,38,92,76,0,5,34,59,68,32,39,15,cat_3,cat_2,cat_3,cat_1,cat_0,cat_3,cat_2,cat_3,cat_1,cat_3,cat_3,cat_2,cat_3,cat_2,cat_0,cat_3,cat_1,cat_1,cat_1,cat_1,false,true,false,false,false,true,false,false,true,false,4654378540,4103230284,2115670404,5436232216,9267679006,1722930893,2422198483,7497102959,1031154571,1105172972
81,26,28,48,41,56,69,44,67,55,0,65,41,44,65,82,26,47,84,15,cat_2,cat_2,cat_2,cat_0,cat_2,cat_2,cat_3,cat_3,cat_1,cat_1,cat_0,cat_3,cat_1,cat_0,cat_3,cat_0,cat_2,cat_0,cat_0,cat_0,false,true,false,true,true,false,true,true,true,false,7841767998,6920798371,1395629585,9085410363,4457984740,1820455819,4381273698,1579062085,2852114412,4194999345
92,82,87,49,46,66,53,3,50,5,41,33,72,80,64,54,38,44,27,20,cat_3,cat_2,cat_1,cat_1,cat_2,cat_0,cat_2,cat_2,cat_3,cat_1,cat_2,cat_3,cat_1,cat_3,cat_1,cat_1,cat_2,cat_2,cat_0,cat_2,true,true,true,false,true,false,false,true,true,true,8977304162,5635035979,4722595364,4784804537,9347190220,1075423096,1301712801,6242457751,5434586956,2796309543
91,74,78,27,13,66,95,32,9,3,86,27,16,86,44,65,29,21,64,80,cat_1,cat_2,cat_3,cat_3,cat_3,cat_0,cat_1,cat_2,cat_0,cat_3,cat_3,cat_0,cat_1,cat_0,cat_0,cat_2,cat_3,cat_0,cat_1,cat_1,false,true,false,false,true,false,false,false,false,false,4884912206,6917250261,4354602527,1963159030,3448816545,5321858874,2650236975,8937325995,7899620419,8603109167
30,95,13,9,5,52,21,55,81,72,80,10,91,13,22,51,43,92,52,97,cat_3,cat_2,cat_0,cat_2,cat_0,cat_1,cat_2,cat_0,cat_2,cat_3,cat_3,cat_3,cat_2,cat_2,cat_0,cat_2,cat_3,cat_1,cat_3,cat_1,false,true,false,false,false,true,true,false,true,false,2301318621,3927992030,2714171317,3030949479,6425922648,3245326163,4804778548,5685832443,4440266812,3848168470
38,62,82,46,27,85,11,68,82,3,14,93,51,5,66,28,82,35,40,31,cat_1,cat_3,cat_2,cat_2,cat_3,cat_1,cat_0,cat_3,cat_3,cat_2,cat_1,cat_1,cat_1,cat_0,cat_3,cat_1,cat_2,cat_1,cat_0,cat_2,true,false,false,false,true,false,false,false,false,true,2702502651,1771562348,1422156893,6992561188,6632545854,6956119929,2497992815,7652428334,2987227336,7828354546
55,50,62,65,49,60,9,56,13,5,88,58,20,66,35,77,83,80,40,77,cat_3,cat_2,cat_1,cat_3,cat_1,cat_0,cat_1,cat_1,cat_0,cat_2,cat_0,cat_0,cat_2,cat_0,cat_2,cat_1,cat_1,cat_3,cat_3,cat_1,true,true,true,true,false,true,false,true,false,false,7222704888,4963635092,8421285016,4933419755,2769363933,9241435191,6383797972,8393244152,3127245682,5282898345
33,16,97,27,1,17,60,40,3,85,44,4,1,25,61,85,72,55,69,42,cat_1,cat_3,cat_0,cat_2,cat_3,cat_1,cat_1,cat_2,cat_1,cat_2,cat_1,cat_3,cat_0,cat_0,cat_1,cat_0,cat_3,cat_2,cat_2,cat_2,false,true,false,true,false,true,false,true,false,false,8742740882,6389647484,7924836016,5302862497,6057546675,9906024241,5752676863,5260493950,4028056665,7672916920
66,69,85,7,68,79,3,47,49,88,16,1,58,18,94,100,6,63,35,97,cat_2,cat_0,cat_2,cat_1,cat_3,cat_3,cat_2,cat_1,cat_0,cat_1,cat_0,cat_3,cat_2,cat_1,cat_0,cat_3,cat_0,cat_2,cat_0,cat_2,true,false,false,true,false,false,false,false,true,false,4858066874,1957984367,3432330277,8606938537,1262568314,3964541671,6268642882,4252281411,6770604149,1469786605
38,40,89,70,56,93,22,76,56,31,26,16,54,98,88,24,25,60,98,85,cat_3,cat_0,cat_3,cat_0,cat_0,cat_2,cat_0,cat_3,cat_0,cat_0,cat_3,cat_0,cat_3,cat_0,cat_3,cat_0,cat_2,cat_0,cat_1,cat_3,true,true,false,false,false,false,false,true,true,false,6638544507,1303173404,7573650297,5568489137,7162832240,8138186162,1273279710,4534408925,4654674144,9439227887
70,15,44,63,85,38,30,12,3,47,37,75,7,23,8,68,87,48,16,33,cat_1,cat_3,cat_0,cat_0,cat_3,cat_1,cat_2,cat_1,cat_3,cat_2,cat_3,cat_3,cat_2,cat_0,cat_0,cat_3,cat_2,cat_2,cat_3,cat_3,false,true,false,false,false,false,false,false,false,false,5675248910,9427591103,5311994117,9783372198,4121178326,3661244780,9521008091,7757973151,6638456353,3066797874
43,35,51,15,92,80,41,3,35,3,38,99,99,47,33,92,98,88,63,80,cat_3,cat_2,cat_1,cat_0,cat_3,cat_0,cat_2,cat_3,cat_0,cat_3,cat_0,cat_3,cat_1,cat_0,cat_3,cat_2,cat_2,cat_1,cat_1,cat_3,false,false,true,false,false,true,false,false,false,true,4473877544,6050866928,1291106750,2686361674,3148152915,9049508007,5439967235,6534191704,9236108839,2284439683
1,9,77,55,41,36,77,73,60,86,26,33,28,69,72,69,70,53,5,29,cat_3,cat_2,cat_2,cat_2,cat_2,cat_0,cat_2,cat_0,cat_3,cat_0,cat_1,cat_3,cat_0,cat_2,cat_0,cat_1,cat_3,cat_3,cat_0,cat_3,false,true,false,true,false,false,true,false,false,true,8315614004,8918221459,4322922897,2500088217,5180172754,7916567180,2378282564,9220959587,2009843089,2983869396
100,85,84,93,80,9,42,70,28,33,88,39,66,53,20,17,22,85,75,56,cat_0,cat_2,cat_0,cat_2,cat_2,cat_3,cat_3,cat_0,cat_1,cat_2,cat_1,cat_3,cat_3,cat_1,cat_2,cat_1,cat_1,cat_3,cat_1,cat_0,false,false,true,true,false,false,true,true,false,false,6659340477,4489565406,7348949654,1141463866,3563163568,4228037153,4053593154,3924796576,4270399706,4892745716
53,55,57,49,28,29,60,32,18,0,53,96,53,16,8,19,29,18,75,45,cat_2,cat_0,cat_2,cat_3,cat_0,cat_2,cat_2,cat_0,cat_1,cat_2,cat_2,cat_3,cat_2,cat_1,cat_1,cat_2,cat_0,cat_3,cat_1,cat_1,true,true,false,true,false,false,true,false,false,true,5924459370,7814175074,4177219844,1881568580,7260159932,8360112360,5089406401,9938607891,3760674291,4236213866
74,14,99,91,56,97,89,18,81,78,42,20,12,67,66,100,92,7,10,68,cat_2,cat_0,cat_3,cat_1,cat_3,cat_3,cat_2,cat_0,cat_2,cat_1,cat_0,cat_0,cat_2,cat_2,cat_2,cat_1,cat_1,cat_0,cat_0,cat_0,true,true,true,false,true,true,true,false,false,true,2594605220,1555576987,3315602456,4584618969,4311744905,8988668397,2282390193,8896156507,6558553407,5258244261
40,56,14,71,57,21,58,97,46,95,100,48,91,49,100,87,2,48,1,70,cat_1,cat_3,cat_2,cat_3,cat_0,cat_3,cat_1,cat_2,cat_0,cat_0,cat_2,cat_2,cat_1,cat_1,cat_3,cat_1,cat_1,cat_3,cat_3,cat_0,true,false,false,false,true,true,true,true,true,true,6169159882,2060830928,1176444803,5835240228,9002525937,2406856979,4258540004,3399935671,6388523683,9257217686
2,67,37,46,30,69,37,67,85,15,43,99,66,46,11,57,42,0,28,15,cat_1,cat_0,cat_2,cat_2,cat_3,cat_0,cat_3,cat_0,cat_2,cat_1,cat_2,cat_3,cat_0,cat_2,cat_2,cat_2,cat_1,cat_0,cat_0,cat_1,true,true,false,false,true,false,true,true,false,false,9272942228,7155360102,7816175022,9678454166,6982182432,7418658452,1810535972,3121832171,4519259698,4130169076
48,32,76,1,0,42,9,12,56,63,41,45,12,62,31,93,54,88,1,21,cat_0,cat_0,cat_2,cat_2,cat_2,cat_1,cat_1,cat_0,cat_1,cat_2,cat_2,cat_1,cat_2,cat_0,cat_2,cat_0,cat_3,cat_2,cat_3,cat_0,false,false,true,false,false,false,true,true,true,false,8082392725,9706362597,5873311632,9152804392,6211327436,5699774909,1645386590,8176792897,1432389139,2061252858
78,12,56,38,44,56,13,37,86,99,64,11,68,77,59,80,52,96,70,36,cat_2,cat_2,cat_0,cat_2,cat_3,cat_3,cat_3,cat_0,cat_1,cat_0,cat_1,cat_3,cat_3,cat_2,cat_2,cat_3,cat_0,cat_2,cat_0,cat_2,true,true,false,true,false,false,true,true,false,false,2058058863,5135113090,6799131226,7421277543,3651920883,3140316483,3581503600,3040320828,6338716233,3955352394
75,67,48,47,27,49,45,56,41,56,60,40,69,4,73,38,87,2,47,3,cat_2,cat_3,cat_2,cat_2,cat_1,cat_1,cat_1,cat_1,cat_1,cat_3,cat_1,cat_0,cat_0,cat_1,cat_1,cat_2,cat_3,cat_2,cat_2,cat_3,true,true,true,true,true,false,true,true,false,true,7816822244,6274226343,6742789919,3623276577,8157015991,2636649741,5556358735,6002503596,6433461138,6618529658
80,89,26,64,29,30,75,37,58,77,77,84,65,96,37,19,97,86,61,70,cat_3,cat_0,cat_2,cat_3,cat_0,cat_0,cat_1,cat_0,cat_1,cat_3,cat_0,cat_1,cat_0,cat_2,cat_2,cat_0,cat_3,cat_0,cat_3,cat_3,true,true,true,true,true,false,true,true,false,true,4073462274,7500959125,9686399000,5380902039,8233380489,3576612707,9707018710,8889945012,5459634593,8624879190
17,47,14,47,20,66,73,57,93,76,88,93,42,13,44,84,39,8,36,10,cat_1,cat_1,cat_2,cat_0,cat_3,cat_3,cat_2,cat_0,cat_1,cat_0,cat_0,cat_1,cat_1,cat_1,cat_2,cat_2,cat_0,cat_0,cat_3,cat_3,true,false,true,true,true,true,true,true,true,true,8360195462,3491859852,7399292289,6630154069,4543350011,7511343412,1868909767,5287874561,1208193788,7752589876
7,86,69,51,53,89,7,62,35,14,31,71,33,95,87,67,87,2,64,69,cat_2,cat_2,cat_0,cat_0,cat_2,cat_1,cat_1,cat_3,cat_0,cat_0,cat_3,cat_3,cat_3,cat_0,cat_1,cat_3,cat_3,cat_1,cat_2,cat_2,false,false,true,false,false,false,false,false,false,false,3421147172,1154433997,3135198238,6582897289,2005644737,7854227116,8363386443,3272858816,8246827952,6220018598
81,98,0,56,50,68,2,10,65,31,15,95,85,14,59,26,98,100,16,75,cat_0,cat_1,cat_0,cat_2,cat_3,cat_3,cat_1,cat_0,cat_0,cat_0,cat_2,cat_3,cat_2,cat_0,cat_1,cat_1,cat_1,cat_3,cat_3,cat_1,false,true,true,true,false,true,true,true,false,true,5198459217,3590210043,7867606762,8451878916,1359966161,5921199257,5104839759,1461515946,6334158919,8842034948
80,47,59,47,12,40,45,65,81,84,19,38,14,58,68,49,52,57,41,8,cat_2,cat_0,cat_3,cat_1,cat_0,cat_2,cat_0,cat_2,cat_0,cat_0,cat_1,cat_1,cat_1,cat_3,cat_1,cat_2,cat_1,cat_2,cat_0,cat_3,true,true,true,false,false,false,true,true,false,true,3099825545,7754465219,4571596592,5861503289,5942343607,9807890621,6788663068,4332691750,7483735328,2112260837
42,96,38,83,50,37,40,35,47,87,52,26,51,93,22,13,4,99,50,87,cat_3,cat_1,cat_2,cat_1,cat_3,cat_3,cat_3,cat_3,cat_3,cat_3,cat_0,cat_2,cat_0,cat_3,cat_1,cat_3,cat_1,cat_0,cat_1,cat_2,false,true,true,false,false,false,false,false,true,true,6714584431,2394792358,6753006944,1067660080,8367052448,7190553678,7243360247,3887496022,6735717496,6992496255
59,57,93,87,40,43,4,37,52,51,89,25,99,16,58,23,64,37,14,68,cat_3,cat_0,cat_1,cat_3,cat_2,cat_3,cat_0,cat_0,cat_1,cat_2,cat_1,cat_1,cat_0,cat_3,cat_0,cat_1,cat_3,cat_1,cat_2,cat_3,true,true,false,false,false,false,true,false,false,true,5802769504,9324357404,6676844639,4815921717,6354758322,8114186940,5829318244,5653235507,7593349761,1226197325
45,37,82,13,73,44,8,6,90,85,91,24,91,60,28,42,99,61,49,23,cat_2,cat_3,cat_2,cat_0,cat_3,cat_0,cat_1,cat_1,cat_3,cat_2,cat_1,cat_2,cat_2,cat_0,cat_1,cat_1,cat_2,cat_3,cat_2,cat_3,true,true,false,false,false,false,true,false,true,true,5730234791,7033062893,6409038642,5893457196,4767207269,5346034572,5093997088,6262637176,7693145784,7311039630
86,84,9,74,14,98,22,45,50,6,10,60,29,17,74,9,8,68,37,43,cat_3,cat_0,cat_3,cat_0,cat_2,cat_3,cat_1,cat_1,cat_0,cat_1,cat_3,cat_3,cat_2,cat_1,cat_0,cat_0,cat_2,cat_2,cat_3,cat_0,false,false,true,true,false,false,false,false,false,false,1725575885,6116370032,6030965132,4003835692,3866934542,7426025840,5264534197,4830122577,6150111579,1092431425
45,86,43,63,69,96,33,54,6,100,86,70,19,92,70,70,33,40,92,13,cat_0,cat_3,cat_0,cat_0,cat_1,cat_3,cat_2,cat_0,cat_2,cat_0,cat_1,cat_0,cat_1,cat_2,cat_0,cat_3,cat_0,cat_2,cat_3,cat_0,true,true,false,true,true,true,false,false,false,true,9187746298,2233001193,9139872882,8143484365,1928936649,6195625519,4192333256,7841498363,5834879106,8324714899
77,85,44,18,85,99,15,35,51,22,27,54,40,68,5,71,64,33,87,44,cat_0,cat_0,cat_2,cat_0,cat_2,cat_2,cat_0,cat_3,cat_1,cat_2,cat_2,cat_2,cat_2,cat_2,cat_1,cat_0,cat_2,cat_0,cat_2,cat_3,false,false,false,false,true,false,false,true,true,false,9325576656,5835891015,9111564598,7352143274,7503221657,8100938025,9904364573,4383269001,6708944634,7042713803
90,83,24,41,76,21,3,28,58,88,47,52,72,67,55,49,10,97,19,98,cat_0,cat_1,cat_2,cat_2,cat_1,cat_1,cat_2,cat_3,cat_1,cat_2,cat_2,cat_1,cat_2,cat_3,cat_3,cat_2,cat_3,cat_2,cat_1,cat_2,false,true,false,false,false,false,true,true,true,true,6845515948,6563862103,8185400511,2967098255,1668767940,9009985069,7119180503,2381270291,8577493724,4099702996
